Current Attendence Sheet Data of SUP32613  |  All Type


-,2019-07-29-16:00:00-Lect-2H-ng,2019-07-31-13:00:00-Lect-1H-ng,2019-08-05-16:00:00-Lect-2H-ng,2019-08-07-13:00:00-Lect-1H-ng,2019-08-19-16:00:00-Lect-2H-ng,2019-09-19-08:00:00-Lect-2H-ng,2019-12-09-16:00:00-Lect-2H-ng,2019-12-16-16:00:00-Lect-2H-ng,2019-12-18-13:00:00-Lect-1H-ng,2019-12-23-16:00:00-Lect-2H-ng,2019-12-30-16:00:00-Lect-2H-ng,2020-01-01-13:00:00-Lect-1H-ng,2020-01-06-16:00:00-Lect-2H-ng,2020-01-07-16:00:00-Lect-2H-ng,2020-01-13-16:00:00-Lect-2H-ng,2020-01-20-16:00:00-Lect-2H-ng,2020-01-23-13:00:00-Lect-2H-ng,2020-01-27-16:00:00-Lect-2H-ng,2020-01-29-13:00:00-Lect-1H-ng,2020-02-03-16:00:00-Lect-2H-ng,2020-02-05-13:00:00-Lect-1H-ng,2020-02-06-14:00:00-Lect-2H-ng,2020-02-12-13:00:00-Lect-1H-ng,%
HS/2016/16076,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,72 %,
HS/2016/16078,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/16079,0,0,M,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16080,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,87 %,
HS/2016/16081,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16082,M,M,1,M,1,0,M,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/16083,M,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,85 %,
HS/2016/16085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100 %,
HS/2016/16086,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,90 %,
HS/2016/16089,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/16090,M,M,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/16091,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,82 %,
HS/2016/16092,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,69 %,
HS/2016/16093,0,0,M,M,M,1,0,M,M,1,1,M,M,1,1,1,1,1,0,M,M,1,1,85 %,
HS/2016/16096,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,64 %,
HS/2016/16098,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,92 %,
HS/2016/16101,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,90 %,
HS/2016/16104,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,87 %,
HS/2016/16108,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,82 %,
HS/2016/16115,E,E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,97 %,
HS/2016/16120,E,E,1,1,E,1,1,E,E,E,E,E,1,1,1,1,E,0,0,0,0,1,0,82 %,
HS/2016/16121,M,M,M,1,M,M,M,M,1,1,M,1,1,1,1,1,1,M,1,1,1,1,1,100 %,
HS/2016/16123,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,79 %,
HS/2016/16127,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,85 %,
HS/2016/16132,0,M,M,M,M,1,M,M,M,1,M,M,M,1,1,1,1,1,1,M,1,1,1,95 %,
HS/2016/16140,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,82 %,
HS/2016/16141,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,87 %,
HS/2016/16142,M,M,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,85 %,
Total,70,103,206,198,209,147,172,217,207,235,211,187,214,236,235,235,205,235,227,231,232,237,213,
